name.x,corr,weighted,description
bc_3090d,0.849435114142459,unweighted,Average of daily BC exposure levels over 31-90 days prior to the delivery date
bc_3090d,0.586751427807048,weighted,Average of daily BC exposure levels over 31-90 days prior to the delivery date
bc_90280d,0.804954956755355,unweighted,Average of daily BC exposure levels over 91-280 days prior to the delivery date
bc_90280d,0.554354074161123,weighted,Average of daily BC exposure levels over 91-280 days prior to the delivery date
cigddp,0.0196240962577071,unweighted,# of daily cigarettes smoking during pregnancy
cigddp,0.0170961313681027,weighted,# of daily cigarettes smoking during pregnancy
cigdpp,0.0120633047592305,unweighted,# of daily cigarettes smoking before pregnancy
cigdpp,0.0133917181821063,weighted,# of daily cigarettes smoking before pregnancy
clinega,0.0155061720611617,unweighted,Clinical gestational age
clinega,0.0145761557310056,weighted,Clinical gestational age
firstborn,0.0304228969450661,unweighted,First-born child
firstborn,0.0216494144780841,weighted,First-born child
log_mhincome,-0.194620272643356,unweighted,Log. median household income (census-tract level)
log_mhincome,-0.143062161681621,weighted,Log. median household income (census-tract level)
log_mhvalue,-0.0859430876860755,unweighted,Log. median value of house (census-tract level)
log_mhvalue,-0.0840408645760335,weighted,Log. median value of house (census-tract level)
mage,-0.074505564667688,unweighted,Mother's age
mage,-0.0602916003578298,weighted,Mother's age
married,-0.0791382293916148,unweighted,Married
married,-0.058734772218468,weighted,Married
mrace_1,-0.112584872360243,unweighted,Maternal race = white
mrace_1,-0.074095316157371,weighted,Maternal race = white
mrace_2,0.0374106412012648,unweighted,Maternal race = black
mrace_2,0.0274158913628141,weighted,Maternal race = black
mrace_3,0.0394113871093927,unweighted,Maternal race = Asian/Pacific Islander
mrace_3,0.0152735789852882,weighted,Maternal race = Asian/Pacific Islander
mrace_4,0.0931387520630631,unweighted,Maternal race = others
mrace_4,0.0671456501913122,weighted,Maternal race = others
no2_3090d,0.0814181104065953,unweighted,Average of daily NO[2] exposure levels over 31-90 days prior to the delivery date
no2_3090d,0.0595022216829558,weighted,Average of daily NO[2] exposure levels over 31-90 days prior to the delivery date
no2_30d,0.108951917929767,unweighted,Average of daily NO[2] exposure levels over 0-30 days prior to the delivery date
no2_30d,0.093466868715576,weighted,Average of daily NO[2] exposure levels over 0-30 days prior to the delivery date
no2_90280d,0.17548081662149,unweighted,Average of daily NO[2] exposure levels over 91-280 days prior to the delivery date
no2_90280d,0.110944031161538,weighted,Average of daily NO[2] exposure levels over 91-280 days prior to the delivery date
percentPoverty,0.187427171467722,unweighted,% Poverty (census-tract level)
percentPoverty,0.118057817422929,weighted,% Poverty (census-tract level)
pncgov,0.0954694263505183,unweighted,Government support for prenatal care
pncgov,0.068427960269682,weighted,Government support for prenatal care
rf_cervix,0.00245666948516734,unweighted,Maternal incompetent cervix
rf_cervix,0.000831094050453005,weighted,Maternal incompetent cervix
rf_db_other,0.00736459869814182,unweighted,Maternal diabetes
rf_db_other,0.00263029708920453,weighted,Maternal diabetes
rf_hbp_chronic,0.00160784872007874,unweighted,Maternal chronic hypertension
rf_hbp_chronic,0.00319870422330265,weighted,Maternal chronic hypertension
rf_prev_4kg,-0.00354912037240455,unweighted,Mother with previous infant over 4000 g
rf_prev_4kg,-0.000941909580631129,weighted,Mother with previous infant over 4000 g
rf_prev_sga,0.00223693574119735,unweighted,Mother with previous small-for-gestational-age infant
rf_prev_sga,0.00253837357645439,weighted,Mother with previous small-for-gestational-age infant
sex,-0.00137962914589397,unweighted,New-born sex = Female
sex,-0.00159142031729521,weighted,New-born sex = Female
smoker_ddp,0.0205241671428582,unweighted,Smoking during pregnancy
smoker_ddp,0.0182893399105684,weighted,Smoking during pregnancy
smoker_dpp,0.0128647644271332,unweighted,Smoking before pregnancy
smoker_dpp,0.0156000610831888,weighted,Smoking before pregnancy
